Column	Row	x	y	Diameter	Intensity	Area	Trimmed	FeatureMedian	FeatureVariance	BackgroundMedian	Circularity	Perimeter	redMean	greenMean	blueMean	redMeanBack	greenMeanBack	blueMeanBack	redMedian	greenMedian	blueMedian	redMedianBack	greenMedianBack	blueMedianBack	Barcode	Filename	DateTime	FileName	Start.Time	Treatment	Medium	Screen	Library	Plate	RepQuad	Expt.Time	ORF	Gene
20	6	2938.5	961.5	137	0.102408544135	0.768024429377	0.100735188184	0.000382360508324	0.0140722176573	2.69587303868e-05	0.11417020772	0.0661456446354	114.345441067	131.013141047	127.896286812	78.020303436	99.9339580544	105.948683623	106.0	122.0	120.0	78.0	100.0	106.0	DLR00012733	DLR00012733-2009-11-11_16-47-10	2009-11-11_16-47-10	DLR00012733-2009-11-11_16-47-10	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	1.88953703704	YOR033C	EXO1
21	6	3079.5	965.5	137	0.0149652994299	0.250401117955	0.0123402046079	0.000158015947525	0.00151244085999	9.07327073036e-06	1.48995444153	0.0104549453962	90.5892930963	110.294129806	113.736874742	77.2619623006	98.8298004557	105.321066077	88.0	108.0	112.0	77.0	99.0	105.0	DLR00012733	DLR00012733-2009-11-11_16-47-10	2009-11-11_16-47-10	DLR00012733-2009-11-11_16-47-10	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	1.88953703704	YPR160W	GPH1
22	6	3211.5	961.5	137	0.00246456433698	0.16432896848	0.00589759789866	0.00012049199809	0.00113927914508	-1.83469081447e-05	3.07003898897	0.00590031571865	87.3159055118	106.633070866	111.216062992	75.7980304719	96.5906726124	103.667595689	86.0	105.0	110.0	76.0	96.0	104.0	DLR00012733	DLR00012733-2009-11-11_16-47-10	2009-11-11_16-47-10	DLR00012733-2009-11-11_16-47-10	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	1.88953703704	YKL175W	ZRT3
23	6	3357.5	973.5	137	-0.0179270247588	0.0527405413798	3.22222045342e-05	-6.40524079074e-05	0.00118287087136	-7.59248135026e-05	9.88050282101	0.00186325759536	77.9146221786	97.7242394504	102.835132483	72.3530215277	92.7287728117	99.3691399847	74.0	94.0	100.0	72.0	93.0	99.0	DLR00012733	DLR00012733-2009-11-11_16-47-10	2009-11-11_16-47-10	DLR00012733-2009-11-11_16-47-10	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	1.88953703704	YOR202W	HIS3
24	6	3483.5	966.5	137	-0.0190605986159	0.124217173024	0.00260826754546	8.28909627313e-05	0.00117652291047	-9.92389056261e-05	9.97001304941	0.00284664354847	85.1670833333	102.485833333	104.897083333	71.9971041901	91.0326221855	96.1004077773	85.0	102.0	105.0	72.0	91.0	96.0	DLR00012733	DLR00012733-2009-11-11_16-47-10	2009-11-11_16-47-10	DLR00012733-2009-11-11_16-47-10	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	1.88953703704	YOR202W	HIS3
1	7	340.5	1102.5	137	0.00500336353692	0.170281041354	0.00601616916884	0.000117700713263	0.00123249529461	-1.70859607701e-05	4.48604159302	0.00496868692097	88.337993921	106.165653495	109.693617021	78.0705508078	96.9029380575	102.558106169	87.0	105.0	108.0	77.0	96.0	102.0	DLR00012733	DLR00012733-2009-11-11_16-47-10	2009-11-11_16-47-10	DLR00012733-2009-11-11_16-47-10	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	1.88953703704	YOR202W	HIS3
2	7	477.5	1102.5	137	0.00560187592823	0.17043631282	0.00652784466791	0.000105113297591	0.00140447012058	-6.30542976945e-06	0.870740224583	0.011283059883	88.1424233222	107.300334042	111.007288187	76.9742949838	97.2657848765	103.798664837	85.0	104.0	108.0	77.0	97.0	104.0	DLR00012733	DLR00012733-2009-11-11_16-47-10	2009-11-11_16-47-10	DLR00012733-2009-11-11_16-47-10	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	1.88953703704	YMR206W	YMR206W
3	7	622.5	1105.5	137	0.0153009027251	0.319238134672	0.0119166256055	7.34330947764e-05	0.00158740592855	1.63473894963e-05	0.601402642355	0.0185808187982	87.6389429313	107.092088197	111.224870298	78.1982817608	98.9377328366	105.596137763	83.0	102.0	108.0	78.0	99.0	105.0	DLR00012733	DLR00012733-2009-11-11_16-47-10	2009-11-11_16-47-10	DLR00012733-2009-11-11_16-47-10	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	1.88953703704	YKL198C	PTK1
4	7	753.5	1105.5	137	0.0231533742623	0.255007504788	0.0148851634352	0.00017757770337	0.00198391829551	3.983067173e-05	0.232537512833	0.0267066922002	93.1173127664	112.579460118	115.671199513	79.3689731833	100.758718911	106.854453244	90.0	109.0	113.0	79.0	101.0	107.0	DLR00012733	DLR00012733-2009-11-11_16-47-10	2009-11-11_16-47-10	DLR00012733-2009-11-11_16-47-10	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	1.88953703704	YDL012C	YDL012C
5	7	894.5	1102.5	137	0.0262923682225	0.582578541483	0.0212760031354	7.43558965909e-05	0.00157778789977	4.69356003857e-05	0.476212667739	0.0282076497076	86.4037846482	107.314143568	111.513859275	79.0783632982	101.240049597	107.19417235	82.0	103.0	108.0	79.0	101.0	107.0	DLR00012733	DLR00012733-2009-11-11_16-47-10	2009-11-11_16-47-10	DLR00012733-2009-11-11_16-47-10	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	1.88953703704	YDR496C	PUF6
6	7	1025.5	1102.5	137	0.01984864089	0.156047823612	0.00830567397098	0.00016662809959	0.00149102056437	5.50401821196e-05	0.560467565123	0.013456860411	91.3661691542	111.451077944	114.562852405	79.6904820312	101.659941126	107.139273887	89.0	109.0	112.0	80.0	102.0	107.0	DLR00012733	DLR00012733-2009-11-11_16-47-10	2009-11-11_16-47-10	DLR00012733-2009-11-11_16-47-10	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	1.88953703704	YDL040C	NAT1
7	7	1169.5	1103.5	137	0.0169052346133	0.0612287148698	0.0035886525497	0.000213856075684	0.000851750792867	5.50401821196e-05	0.697411167048	0.0075565446923	92.7176669484	112.791208791	116.163989856	79.8253390672	101.873194399	106.82346455	92.0	112.0	115.0	80.0	102.0	107.0	DLR00012733	DLR00012733-2009-11-11_16-47-10	2009-11-11_16-47-10	DLR00012733-2009-11-11_16-47-10	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	1.88953703704	YPR119W	CLB2
8	7	1299.5	1102.5	137	0.0249484988793	0.35231095699	0.0162309186362	0.000105113297591	0.00160921076195	4.71047904959e-05	0.452050652778	0.0225143626106	89.8079917732	109.617158807	112.087410019	79.9773853284	101.600527409	106.205609717	85.0	105.0	108.0	80.0	102.0	106.0	DLR00012733	DLR00012733-2009-11-11_16-47-10	2009-11-11_16-47-10	DLR00012733-2009-11-11_16-47-10	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	1.88953703704	YBR028C	YBR028C
9	7	1446.5	1109.5	137	0.0209462306127	0.272656694788	0.0116257090697	0.000100684200871	0.00129872150099	4.71047904959e-05	1.39297282208	0.011283059883	88.9001518603	108.81833713	110.906605923	80.143812709	101.322706895	105.756777912	84.0	104.0	108.0	80.0	101.0	106.0	DLR00012733	DLR00012733-2009-11-11_16-47-10	2009-11-11_16-47-10	DLR00012733-2009-11-11_16-47-10	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	1.88953703704	YOL071W	EMI5
10	7	1573.5	1102.5	137	0.0183781824589	0.140572434139	0.00684340053814	0.000147912176965	0.00123524773537	4.71047904959e-05	1.51690055949	0.00776357331401	90.7728276878	110.286450663	111.954344624	80.4510087323	101.469557362	105.55266486	88.0	107.0	109.0	80.0	101.0	106.0	DLR00012733	DLR00012733-2009-11-11_16-47-10	2009-11-11_16-47-10	DLR00012733-2009-11-11_16-47-10	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	1.88953703704	YGL217C	YGL217C
11	7	1709.5	1114.5	137	0.0130792840498	0.00978210237565	0.000358631849915	0.000116985585856	0.000470618837209	4.71047904959e-05	593.761011528	0.000103514310853	87.1058201058	107.238095238	110.380952381	80.5205937696	101.24796153	105.224649801	86.0	106.0	109.0	80.0	101.0	105.0	DLR00012733	DLR00012733-2009-11-11_16-47-10	2009-11-11_16-47-10	DLR00012733-2009-11-11_16-47-10	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	1.88953703704	YLR233C	EST1
12	7	1845.5	1096.5	137	0.0194484500418	0.250608146576	0.0111979763509	0.000101776075466	0.00158234662601	4.35984955913e-05	1.03897217599	0.0125252316133	90.0619578686	109.136307311	110.795539033	80.1061537399	100.747772636	104.778644934	85.0	104.0	107.0	80.0	101.0	105.0	DLR00012733	DLR00012733-2009-11-11_16-47-10	2009-11-11_16-47-10	DLR00012733-2009-11-11_16-47-10	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	1.88953703704	YLL019C	KNS1
13	7	1993.5	1094.5	137	0.0169445910362	0.157962838362	0.00728015101846	0.00014883486145	0.00110544184295	4.34293054811e-05	3.16963331529	0.00569328709694	90.376474443	109.514089122	111.167103539	80.2691622103	100.851988444	104.8610855	88.0	107.0	109.0	80.0	101.0	105.0	DLR00012733	DLR00012733-2009-11-11_16-47-10	2009-11-11_16-47-10	DLR00012733-2009-11-11_16-47-10	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	1.88953703704	YPL001W	HAT1
14	7	2131.5	1109.5	137	0.0172265563022	0.221261839449	0.00953315958116	0.000121583872685	0.00128752626045	3.91693988722e-05	1.01552427933	0.0119041457481	89.2884210526	108.860116959	110.67251462	79.8239399176	100.425229297	104.651468829	86.0	106.0	108.0	80.0	100.0	105.0	DLR00012733	DLR00012733-2009-11-11_16-47-10	2009-11-11_16-47-10	DLR00012733-2009-11-11_16-47-10	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	1.88953703704	YMR176W	ECM5
15	7	2257.5	1102.5	137	0.0211440178579	0.28021323948	0.0144712324328	0.000162199002871	0.00153939341493	3.17260899961e-05	0.820244146727	0.0149060607629	91.8727373476	110.985223495	112.09530846	79.4728553966	100.336305458	104.668368448	89.0	108.0	110.0	79.0	100.0	105.0	DLR00012733	DLR00012733-2009-11-11_16-47-10	2009-11-11_16-47-10	DLR00012733-2009-11-11_16-47-10	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	1.88953703704	YPL001W	HAT1
16	7	2391.5	1102.5	137	0.0306725392983	0.471662957404	0.026131667567	8.99036698707e-05	0.00362559181417	3.17260899961e-05	0.169483568367	0.0425443817608	92.6996598266	112.041808406	112.895643586	79.0001959248	100.278702978	104.692887931	84.0	104.0	107.0	79.0	100.0	105.0	DLR00012733	DLR00012733-2009-11-11_16-47-10	2009-11-11_16-47-10	DLR00012733-2009-11-11_16-47-10	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	1.88953703704	YDR217C	RAD9
17	7	2536.5	1100.5	137	0.107782977907	0.751669168263	0.105577482829	0.000478077525216	0.0152623590694	3.17260899961e-05	0.085149881506	0.0757724755447	117.352199959	133.394959719	128.53942023	79.0964985411	100.289704043	105.024802001	113.0	129.0	124.0	79.0	100.0	105.0	DLR00012733	DLR00012733-2009-11-11_16-47-10	2009-11-11_16-47-10	DLR00012733-2009-11-11_16-47-10	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	1.88953703704	YML032C	RAD52
18	7	2669.5	1104.5	137	0.0670995849312	0.679571450753	0.0645506477114	0.00020592056673	0.00809115168349	3.15568998859e-05	0.098690997911	0.0669220019668	103.568926123	122.15727342	120.845087586	78.3624616379	100.185753513	105.412857374	93.0	111.0	111.0	78.0	100.0	105.0	DLR00012733	DLR00012733-2009-11-11_16-47-10	2009-11-11_16-47-10	DLR00012733-2009-11-11_16-47-10	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	1.88953703704	YHR077C	NMD2
19	7	2805.5	1102.5	137	0.0210341432739	0.270068837017	0.0150746386781	0.000178669577965	0.00174049275454	2.82197950915e-05	0.594891510612	0.0171833756017	92.2292065926	112.109620544	114.707550786	78.2156987875	100.236545416	106.005318017	90.0	109.0	112.0	78.0	100.0	106.0	DLR00012733	DLR00012733-2009-11-11_16-47-10	2009-11-11_16-47-10	DLR00012733-2009-11-11_16-47-10	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	1.88953703704	YDR262W	YDR262W
20	7	2937.5	1104.5	137	0.0168980357387	0.325241964702	0.0136099802018	8.88117952762e-05	0.00173516136492	1.63473894963e-05	0.932524095613	0.0150613322292	88.2153087206	108.57829408	112.165181413	77.2879496817	99.3486231495	105.648001841	83.0	104.0	108.0	77.0	99.0	106.0	DLR00012733	DLR00012733-2009-11-11_16-47-10	2009-11-11_16-47-10	DLR00012733-2009-11-11_16-47-10	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	1.88953703704	YKL109W	HAP4
21	7	3079.5	1102.5	137	0.0132543265938	0.289063713058	0.0121400967531	0.000108619592495	0.0016805522127	1.46077174409e-06	0.984488208296	0.0138191604989	88.4440465533	108.490957923	112.355595345	76.5378567268	98.4109638905	105.049213745	85.0	105.0	109.0	76.0	98.0	105.0	DLR00012733	DLR00012733-2009-11-11_16-47-10	2009-11-11_16-47-10	DLR00012733-2009-11-11_16-47-10	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	1.88953703704	YMR176W	ECM5
22	7	3213.5	1099.5	137	0.00851296924287	0.558822007142	0.011959082341	1.28410945917e-05	0.00164679030713	-3.35565358645e-05	2.56482237284	0.0119041457481	83.082800778	103.113272205	108.03417616	74.4061473487	95.8383388081	102.908962928	78.0	99.0	105.0	74.0	96.0	103.0	DLR00012733	DLR00012733-2009-11-11_16-47-10	2009-11-11_16-47-10	DLR00012733-2009-11-11_16-47-10	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	1.88953703704	YDR269C	YDR269C
23	7	3353.5	1102.5	137	-0.0157279882492	0.0592619429636	0.00139171006842	8.88117952762e-05	0.000947452635336	-7.59248135026e-05	85.1390198428	0.000672843020548	84.5589519651	103.405240175	107.319650655	72.5021456866	92.9635783451	99.4712257923	85.0	103.0	107.0	72.0	93.0	99.0	DLR00012733	DLR00012733-2009-11-11_16-47-10	2009-11-11_16-47-10	DLR00012733-2009-11-11_16-47-10	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	1.88953703704	YML032C	RAD52
24	7	3478.5	1098.5	137	-0.0188196258809	0.210858651209	0.00229061196539	-2.36853312813e-06	0.00137699759383	-0.000110019436627	2.76791705682	0.00703897313804	82.0166912126	100.118065783	102.682866961	71.2591329442	90.5845740146	95.850068866	79.0	97.0	100.0	71.0	90.0	96.0	DLR00012733	DLR00012733-2009-11-11_16-47-10	2009-11-11_16-47-10	DLR00012733-2009-11-11_16-47-10	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	1.88953703704	YOR202W	HIS3
1	8	340.5	1239.5	137	0.00474325802306	0.218001138657	0.00635558821677	7.10186744663e-05	0.00129158075341	-1.88391082224e-05	2.73948310272	0.00719424460432	86.4798195632	104.683048433	108.384615385	77.743795089	96.7373088887	102.386458402	83.0	102.0	106.0	76.0	96.0	102.0	DLR00012733	DLR00012733-2009-11-11_16-47-10	2009-11-11_16-47-10	DLR00012733-2009-11-11_16-47-10	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	1.88953703704	YOR202W	HIS3
2	8	477.5	1239.5	137	0.00671233659834	0.194296361472	0.00812937988733	0.000116985585856	0.00164724879994	-6.30542976945e-06	0.306995492024	0.0202888049273	89.3257858284	108.145711241	111.467501332	76.57641164	97.2649836192	103.40907047	86.0	105.0	109.0	77.0	97.0	103.0	DLR00012733	DLR00012733-2009-11-11_16-47-10	2009-11-11_16-47-10	DLR00012733-2009-11-11_16-47-10	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	1.88953703704	YDL109C	YDL109C
3	8	614.5	1235.5	137	0.0102731639184	0.142901506133	0.00632835538543	0.000150326597275	0.0012542865487	1.2579565635e-05	0.587575560403	0.0125769887687	89.4020282506	108.910901847	112.795726186	78.0746980676	98.9001207729	105.289009662	88.0	107.0	111.0	78.0	99.0	105.0	DLR00012733	DLR00012733-2009-11-11_16-47-10	2009-11-11_16-47-10	DLR00012733-2009-11-11_16-47-10	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	1.88953703704	YOR202W	HIS3
4	8	749.5	1241.5	137	0.0189339340052	0.432793333678	0.0145211330643	6.24834909957e-05	0.00156442190451	2.77891933548e-05	0.394657739459	0.0267066922002	86.0034680698	106.335565654	110.963047118	78.2877087325	99.9619490829	106.370106762	81.0	102.0	108.0	78.0	100.0	106.0	DLR00012733	DLR00012733-2009-11-11_16-47-10	2009-11-11_16-47-10	DLR00012733-2009-11-11_16-47-10	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	1.88953703704	YKL109W	HAP4
5	8	888.5	1239.5	137	0.0151139997362	0.106412711557	0.00532908964213	0.00015124939909	0.0014548969844	3.983067173e-05	0.771490877098	0.00947155944309	90.1269455253	110.735894942	114.459143969	78.7873732986	100.963104547	106.995887634	87.0	108.0	112.0	79.0	101.0	107.0	DLR00012733	DLR00012733-2009-11-11_16-47-10	2009-11-11_16-47-10	DLR00012733-2009-11-11_16-47-10	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	1.88953703704	YIR039C	YPS6
6	8	1025.5	1239.5	137	0.0192302993232	0.16127529631	0.00885202705075	0.000178669577965	0.00140832865945	4.69356003857e-05	0.733809539445	0.0119559029036	91.7397304236	111.892811297	115.027278562	79.3008330762	101.341684665	106.884480099	89.0	110.0	113.0	79.0	101.0	107.0	DLR00012733	DLR00012733-2009-11-11_16-47-10	2009-11-11_16-47-10	DLR00012733-2009-11-11_16-47-10	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	1.88953703704	YNL125C	ESBP6
7	8	1161.5	1240.5	137	0.0197160035737	0.190828632058	0.00987343197473	0.000162199002871	0.00144749387267	4.69356003857e-05	0.630876601015	0.0140261891206	91.0027122322	111.154868457	113.718741524	79.3806447486	101.317321223	106.33062556	88.0	108.0	111.0	79.0	101.0	106.0	DLR00012733	DLR00012733-2009-11-11_16-47-10	2009-11-11_16-47-10	DLR00012733-2009-11-11_16-47-10	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	1.88953703704	YJL023C	PET130
8	8	1299.5	1239.5	137	0.0752283000527	0.735831478702	0.072401810701	0.000199738439889	0.00834219421467	4.31678938546e-05	0.0556963398244	0.0926970653693	104.820074559	122.909685588	121.310825069	79.3775470219	100.80427116	105.705329154	93.0	111.0	110.0	80.0	101.0	106.0	DLR00012733	DLR00012733-2009-11-11_16-47-10	2009-11-11_16-47-10	DLR00012733-2009-11-11_16-47-10	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	1.88953703704	YOR368W	RAD17
9	8	1439.5	1234.5	137	0.0168758735953	0.134465089799	0.00671793934675	0.00017757770337	0.000928981832393	4.35984955913e-05	8.49308815195	0.00320894363646	90.8618167821	110.664357198	112.633949192	79.9158045805	101.022364408	105.488967291	89.0	109.0	111.0	80.0	101.0	106.0	DLR00012733	DLR00012733-2009-11-11_16-47-10	2009-11-11_16-47-10	DLR00012733-2009-11-11_16-47-10	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	1.88953703704	YKL175W	ZRT3
10	8	1573.5	1239.5	137	0.0113075097991	0.00476165829926	0.000219038738003	0.000172648838777	0.000346040488301	4.35984955913e-05	0.0	0.0	89.8043478261	109.510869565	112.489130435	79.8978105986	100.818867336	105.254199386	90.0	109.0	112.0	80.0	101.0	105.0	DLR00012733	DLR00012733-2009-11-11_16-47-10	2009-11-11_16-47-10	DLR00012733-2009-11-11_16-47-10	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	1.88953703704	YMR224C	MRE11
11	8	1704.5	1239.5	137	0.0126552091924	0.0475648258372	0.00197114819473	0.000136962573185	0.000756888944181	4.35984955913e-05	180.445228041	0.000414057243414	88.9978237214	108.319912949	110.538628945	80.1150961852	100.828333877	104.80578198	88.0	107.0	109.0	80.0	101.0	105.0	DLR00012733	DLR00012733-2009-11-11_16-47-10	2009-11-11_16-47-10	DLR00012733-2009-11-11_16-47-10	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	1.88953703704	YML032C	RAD52
12	8	1843.5	1235.5	137	0.0174364604634	0.162465710885	0.00807852829336	0.000181837609979	0.00085494100756	4.26756937768e-05	6.32043540434	0.00408881527871	91.3485186365	110.506849315	111.640649888	80.4587195649	100.74137931	104.252873563	90.0	110.0	111.0	80.0	101.0	104.0	DLR00012733	DLR00012733-2009-11-11_16-47-10	2009-11-11_16-47-10	DLR00012733-2009-11-11_16-47-10	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	1.88953703704	YLR387C	REH1
13	8	1984.5	1239.5	137	0.00836891227446	0.0309507789452	0.000372034843138	3.17260899961e-05	0.000190617033907	3.15568998859e-05	0.0	0.0	80.3511705686	101.073578595	104.719063545	79.3669817871	100.050526091	104.13998825	80.0	100.0	104.0	79.0	100.0	104.0	DLR00012733	DLR00012733-2009-11-11_16-47-10	2009-11-11_16-47-10	DLR00012733-2009-11-11_16-47-10	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	1.88953703704	YDR034C	LYS14
14	8	2120.5	1239.5	137	0.0167186260314	0.224367268775	0.0102860270446	0.000147912176965	0.00117620061977	2.83888678715e-05	3.84684814725	0.00615910149578	90.2726643599	109.558708189	110.665743945	79.4450153477	100.058654744	103.985319632	88.0	108.0	109.0	79.0	100.0	104.0	DLR00012733	DLR00012733-2009-11-11_16-47-10	2009-11-11_16-47-10	DLR00012733-2009-11-11_16-47-10	2009-11-09_19-26-14	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV2 REP1	BooneSDLV2	15	1	1.88953703704	YML028W	TSA1
