Barcode	Start.Time	Treatment	Medium	Screen	Library	Plate	RepQuad
DLR00017171	2009-11-11_20-36-51	20	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP1	BooneSDLV3	8	1
DLR00017173	2009-11-11_20-36-51	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP1	BooneSDLV3	8	1
DLR00017174	2009-11-11_20-36-51	36	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP1	BooneSDLV3	8	1
DLR00012865	2009-11-11_20-36-51	UD20-36_5h_3x	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP1	BooneSDLV3	8	1
DLR00012864	2009-11-11_20-36-51	20	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP1	BooneSDLV3	9	1
DLR00012863	2009-11-11_20-36-51	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP1	BooneSDLV3	9	1
DLR00012861	2009-11-11_20-36-51	36	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP1	BooneSDLV3	9	1
DLR00012859	2009-11-11_20-36-51	UD20-36_5h_3x	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP1	BooneSDLV3	9	1
DLR00012860	2009-11-11_20-36-51	20	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP1	BooneSDLV3	10	1
DLR00013333	2009-11-11_20-36-51	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP1	BooneSDLV3	10	1
DLR00013337	2009-11-11_20-36-51	36	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP1	BooneSDLV3	10	1
DLR00017169	2009-11-11_20-36-51	UD20-36_5h_3x	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP1	BooneSDLV3	10	1
DLR00012808	2009-11-11_20-36-51	20	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP1	BooneSDLV3	11	1
DLR00012817	2009-11-11_20-36-51	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP1	BooneSDLV3	11	1
DLR00013857	2009-11-11_20-36-51	36	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP1	BooneSDLV3	11	1
DLR00013858	2009-11-11_20-36-51	UD20-36_5h_3x	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP1	BooneSDLV3	11	1
DLR00012729	2009-11-11_20-36-51	20	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP1	BooneSDLV3	12	1
DLR00012688	2009-11-11_20-36-51	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP1	BooneSDLV3	12	1
DLR00012689	2009-11-11_20-36-51	36	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP1	BooneSDLV3	12	1
DLR00013310	2009-11-11_20-36-51	UD20-36_5h_3x	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP1	BooneSDLV3	12	1
DLR00012766	2009-11-11_20-36-51	20	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP1	BooneSDLV3	13	1
DLR00012690	2009-11-11_20-36-51	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP1	BooneSDLV3	13	1
DLR00012696	2009-11-11_20-36-51	36	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP1	BooneSDLV3	13	1
DLR00012671	2009-11-11_20-36-51	UD20-36_5h_3x	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP1	BooneSDLV3	13	1
DLR00012697	2009-11-11_20-36-51	20	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP1	BooneSDLV3	14	1
DLR00012698	2009-11-11_20-36-51	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP1	BooneSDLV3	14	1
DLR00012816	2009-11-11_20-36-51	36	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP1	BooneSDLV3	14	1
DLR00012809	2009-11-11_20-36-51	UD20-36_5h_3x	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP1	BooneSDLV3	14	1
DLR00012862	2009-11-11_20-36-51	20	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP1	BooneSDLV3	15	1
DLR00013341	2009-11-11_20-36-51	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP1	BooneSDLV3	15	1
DLR00013335	2009-11-11_20-36-51	36	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP1	BooneSDLV3	15	1
DLR00013289	2009-11-11_20-36-51	UD20-36_5h_3x	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP1	BooneSDLV3	15	1
DLR00013225	2009-11-17_16-52-02	20	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP2	BooneSDLV3	1	2
DLR00013794	2009-11-17_16-52-02	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP2	BooneSDLV3	1	2
DLR00013933	2009-11-17_16-52-02	36	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP2	BooneSDLV3	1	2
DLR00012849	2009-11-17_16-52-02	UD20-36_5h_3x	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP2	BooneSDLV3	1	2
DLR00013916	2009-11-17_16-52-02	20	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP2	BooneSDLV3	2	2
DLR00013915	2009-11-17_16-52-02	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP2	BooneSDLV3	2	2
DLR00013279	2009-11-17_16-52-02	36	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP2	BooneSDLV3	2	2
DLR00013243	2009-11-17_16-52-02	UD20-36_5h_3x	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP2	BooneSDLV3	2	2
DLR00013242	2009-11-17_16-52-02	20	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP2	BooneSDLV3	3	2
DLR00013275	2009-11-17_16-52-02	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP2	BooneSDLV3	3	2
DLR00013276	2009-11-17_16-52-02	36	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP2	BooneSDLV3	3	2
DLR00013240	2009-11-17_16-52-02	UD20-36_5h_3x	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP2	BooneSDLV3	3	2
DLR00013247	2009-11-17_16-52-02	20	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP2	BooneSDLV3	4	2
DLR00013246	2009-11-17_16-52-02	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP2	BooneSDLV3	4	2
DLR00013245	2009-11-17_16-52-02	36	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP2	BooneSDLV3	4	2
DLR00013241	2009-11-17_16-52-02	UD20-36_5h_3x	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP2	BooneSDLV3	4	2
DLR00013277	2009-11-17_16-52-02	20	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP2	BooneSDLV3	5	2
DLR00013230	2009-11-17_16-52-02	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP2	BooneSDLV3	5	2
DLR00013281	2009-11-17_16-52-02	36	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP2	BooneSDLV3	5	2
DLR00013244	2009-11-17_16-52-02	UD20-36_5h_3x	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP2	BooneSDLV3	5	2
DLR00013893	2009-11-17_16-52-02	20	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP2	BooneSDLV3	6	2
DLR00013786	2009-11-17_16-52-02	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP2	BooneSDLV3	6	2
DLR00013236	2009-11-17_16-52-02	36	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP2	BooneSDLV3	6	2
DLR00013259	2009-11-17_16-52-02	UD20-36_5h_3x	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP2	BooneSDLV3	6	2
DLR00012852	2009-11-17_16-52-02	20	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP2	BooneSDLV3	7	2
DLR00013234	2009-11-17_16-52-02	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP2	BooneSDLV3	7	2
DLR00013233	2009-11-17_16-52-02	36	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP2	BooneSDLV3	7	2
DLR00013232	2009-11-17_16-52-02	UD20-36_5h_3x	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP2	BooneSDLV3	7	2
DLR00013771	2009-11-17_16-52-02	20	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP2	BooneSDLV3	8	2
DLR00013227	2009-11-17_16-52-02	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP2	BooneSDLV3	8	2
DLR00013931	2009-11-17_16-52-02	36	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP2	BooneSDLV3	8	2
DLR00013778	2009-11-17_16-52-02	UD20-36_5h_3x	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP2	BooneSDLV3	8	2
DLR00013269	2009-11-17_16-52-02	20	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP2	BooneSDLV3	9	2
DLR00013253	2009-11-17_16-52-02	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP2	BooneSDLV3	9	2
DLR00012853	2009-11-17_16-52-02	36	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP2	BooneSDLV3	9	2
DLR00013270	2009-11-17_16-52-02	UD20-36_5h_3x	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP2	BooneSDLV3	9	2
DLR00012854	2009-11-17_16-52-02	20	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP2	BooneSDLV3	10	2
DLR00012855	2009-11-17_16-52-02	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP2	BooneSDLV3	10	2
DLR00012856	2009-11-17_16-52-02	36	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP2	BooneSDLV3	10	2
DLR00013235	2009-11-17_16-52-02	UD20-36_5h_3x	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP2	BooneSDLV3	10	2
DLR00013261	2009-11-17_16-52-02	20	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP2	BooneSDLV3	11	2
DLR00012858	2009-11-17_16-52-02	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP2	BooneSDLV3	11	2
DLR00013263	2009-11-17_16-52-02	36	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP2	BooneSDLV3	11	2
DLR00012857	2009-11-17_16-52-02	UD20-36_5h_3x	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP2	BooneSDLV3	11	2
DLR00012851	2009-11-17_16-52-02	20	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP2	BooneSDLV3	12	2
DLR00013264	2009-11-17_16-52-02	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP2	BooneSDLV3	12	2
DLR00013268	2009-11-17_16-52-02	36	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP2	BooneSDLV3	12	2
DLR00013280	2009-11-17_16-52-02	UD20-36_5h_3x	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP2	BooneSDLV3	12	2
DLR00013231	2009-11-17_16-52-02	20	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP2	BooneSDLV3	13	2
DLR00013228	2009-11-17_16-52-02	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP2	BooneSDLV3	13	2
DLR00013239	2009-11-17_16-52-02	36	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP2	BooneSDLV3	13	2
DLR00013237	2009-11-17_16-52-02	UD20-36_5h_3x	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP2	BooneSDLV3	13	2
DLR00013229	2009-11-17_16-52-02	20	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP2	BooneSDLV3	14	2
DLR00013265	2009-11-17_16-52-02	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP2	BooneSDLV3	14	2
DLR00013928	2009-11-17_16-52-02	36	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP2	BooneSDLV3	14	2
DLR00013278	2009-11-17_16-52-02	UD20-36_5h_3x	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP2	BooneSDLV3	14	2
DLR00013238	2009-11-17_16-52-02	20	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP2	BooneSDLV3	15	2
DLR00013773	2009-11-17_16-52-02	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP2	BooneSDLV3	15	2
DLR00013769	2009-11-17_16-52-02	36	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP2	BooneSDLV3	15	2
DLR00013272	2009-11-17_16-52-02	UD20-36_5h_3x	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP2	BooneSDLV3	15	2
DLR00012283	2009-11-25_17-08-24	20	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP3	BooneSDLV3	1	3
DLR00013774	2009-11-25_17-08-24	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP3	BooneSDLV3	1	3
DLR00012276	2009-11-25_17-08-24	36	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP3	BooneSDLV3	1	3
DLR00012277	2009-11-25_17-08-24	UD20-36_5h_3x	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP3	BooneSDLV3	1	3
DLR00013221	2009-11-25_17-08-24	20	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP3	BooneSDLV3	2	3
DLR00012278	2009-11-25_17-08-24	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP3	BooneSDLV3	2	3
DLR00013220	2009-11-25_17-08-24	36	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP3	BooneSDLV3	2	3
DLR00013219	2009-11-25_17-08-24	UD20-36_5h_3x	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP3	BooneSDLV3	2	3
DLR00012279	2009-11-25_17-08-24	20	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP3	BooneSDLV3	3	3
DLR00012280	2009-11-25_17-08-24	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP3	BooneSDLV3	3	3
DLR00013218	2009-11-25_17-08-24	36	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP3	BooneSDLV3	3	3
DLR00012275	2009-11-25_17-08-24	UD20-36_5h_3x	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP3	BooneSDLV3	3	3
DLR00012281	2009-11-25_17-08-24	20	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP3	BooneSDLV3	4	3
DLR00014609	2009-11-25_17-08-24	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP3	BooneSDLV3	4	3
DLR00014610	2009-11-25_17-08-24	36	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP3	BooneSDLV3	4	3
DLR00014612	2009-11-25_17-08-24	UD20-36_5h_3x	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP3	BooneSDLV3	4	3
DLR00014613	2009-11-25_17-08-24	20	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP3	BooneSDLV3	5	3
DLR00012267	2009-11-25_17-08-24	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP3	BooneSDLV3	5	3
DLR00012266	2009-11-25_17-08-24	36	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP3	BooneSDLV3	5	3
DLR00012272	2009-11-25_17-08-24	UD20-36_5h_3x	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP3	BooneSDLV3	5	3
DLR00012273	2009-11-25_17-08-24	20	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP3	BooneSDLV3	6	3
DLR00012274	2009-11-25_17-08-24	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP3	BooneSDLV3	6	3
DLR00014608	2009-11-25_17-08-24	36	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP3	BooneSDLV3	6	3
DLR00014607	2009-11-25_17-08-24	UD20-36_5h_3x	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP3	BooneSDLV3	6	3
DLR00012270	2009-11-25_17-08-24	20	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP3	BooneSDLV3	7	3
DLR00014630	2009-11-25_17-08-24	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP3	BooneSDLV3	7	3
DLR00014627	2009-11-25_17-08-24	36	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP3	BooneSDLV3	7	3
DLR00014629	2009-11-25_17-08-24	UD20-36_5h_3x	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP3	BooneSDLV3	7	3
DLR00012269	2009-11-25_17-08-24	20	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP3	BooneSDLV3	8	3
DLR00012268	2009-11-25_17-08-24	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP3	BooneSDLV3	8	3
DLR00012271	2009-11-25_17-08-24	36	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP3	BooneSDLV3	8	3
DLR00014631	2009-11-25_17-08-24	UD20-36_5h_3x	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP3	BooneSDLV3	8	3
DLR00012265	2009-11-25_17-08-24	20	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP3	BooneSDLV3	9	3
DLR00012295	2009-11-25_17-08-24	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP3	BooneSDLV3	9	3
DLR00012285	2009-11-25_17-08-24	36	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP3	BooneSDLV3	9	3
DLR00012287	2009-11-25_17-08-24	UD20-36_5h_3x	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP3	BooneSDLV3	9	3
DLR00014632	2009-11-25_17-08-24	20	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP3	BooneSDLV3	10	3
DLR00014634	2009-11-25_17-08-24	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP3	BooneSDLV3	10	3
DLR00014635	2009-11-25_17-08-24	36	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP3	BooneSDLV3	10	3
DLR00014636	2009-11-25_17-08-24	UD20-36_5h_3x	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP3	BooneSDLV3	10	3
DLR00012297	2009-11-25_17-08-24	20	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP3	BooneSDLV3	11	3
DLR00012303	2009-11-25_17-08-24	27	SD/MSG -ARG -HIS -LEU -LYS +Canavanine +G418 +Hygromycin +Thialysine	Adam cdc13-1 SDLV3 REP3	BooneSDLV3	11	3
